CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,target,Age,Unemployed,Years_Employed
F,0,1,0,288000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2.0,0,54,0,12.194520547945206
F,1,0,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,3.0,0,40,0,2.767123287671233
F,0,1,0,90000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Sales staff,2.0,0,51,0,4.83013698630137
F,1,1,0,162000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Managers,2.0,0,57,0,1.0876712328767124
F,0,1,1,270000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Core staff,3.0,0,50,0,27.654794520547945
F,0,1,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Sales staff,1.0,0,52,0,5.635616438356164
M,0,1,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,3.0,0,37,0,2.5534246575342467
M,1,1,2,171000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,4.0,0,36,0,3.3698630136986303
F,1,0,0,247500.0,Working,Higher education,Married,House / apartment,1,1,0,0,Laborers,2.0,0,43,0,4.934246575342466
F,1,1,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,1,1,1,1,Managers,2.0,0,41,0,14.35068493150685
F,0,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Unknown,2.0,0,46,0,8.265753424657534
M,0,1,0,90000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,0,Low-skill Laborers,2.0,0,45,0,1.9287671232876715
F,0,0,0,121500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Cooking staff,1.0,0,33,0,3.5397260273972604
F,0,0,1,135000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,1,0,0,0,High skill tech staff,2.0,0,41,0,21.86027397260274
F,1,1,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,Unknown,2.0,0,36,0,6.964383561643835
F,0,0,0,157500.0,Commercial associate,Higher education,Married,With parents,1,0,1,0,Unknown,2.0,0,27,0,3.764383561643836
F,0,1,1,126000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Cleaning staff,3.0,0,31,0,3.2986301369863016
F,0,1,2,90000.0,Working,Secondary / secondary special,Separated,House / apartment,1,1,1,0,Laborers,3.0,0,37,0,12.873972602739729
F,0,1,0,288000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,1,0,1,1,Private service staff,1.0,0,44,0,0.3205479452054794
F,0,1,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Sales staff,1.0,0,24,0,3.208219178082192
F,0,1,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,2.0,0,40,0,1.8
F,0,1,0,130500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,1,0,Unknown,1.0,0,61,1,0.0
F,1,1,0,360000.0,Working,Higher education,Civil marriage,House / apartment,1,0,0,0,Unknown,2.0,0,31,0,5.512328767123288
F,0,1,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Medicine staff,1.0,0,52,0,4.967123287671233
F,0,1,0,270000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Unknown,2.0,0,33,0,2.884931506849315
M,0,0,0,130500.0,Working,Secondary / secondary special,Single / not married,With parents,1,0,0,0,Laborers,1.0,0,32,0,9.6
F,1,1,0,135000.0,Working,Higher education,Married,House / apartment,1,0,0,1,Unknown,2.0,0,42,0,13.243835616438355
F,1,1,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,Unknown,2.0,0,55,1,0.0
M,1,1,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,0,40,0,7.2
F,1,0,0,135000.0,Commercial associate,Lower secondary,Married,House / apartment,1,0,0,0,Laborers,2.0,0,34,0,1.6821917808219178
M,1,1,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,3.0,0,38,0,6.068493150684931
F,1,1,0,112500.0,Working,Higher education,Married,House / apartment,1,1,1,0,Laborers,2.0,0,27,0,1.3835616438356164
F,0,1,0,126000.0,Working,Secondary / secondary special,Separated,House / apartment,1,1,1,0,Cleaning staff,1.0,0,59,0,3.515068493150685
M,1,1,1,360000.0,Commercial associate,Higher education,Married,House / apartment,1,0,1,1,Laborers,3.0,0,45,0,1.1232876712328768
F,0,1,0,157500.0,State servant,Higher education,Married,House / apartment,1,0,0,0,Managers,2.0,0,60,0,20.88219178082192
M,1,1,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2.0,0,63,1,0.0
F,0,1,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,Unknown,2.0,0,64,1,0.0
F,1,0,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Sales staff,4.0,0,32,0,4.101369863013699
F,0,1,1,148500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,3.0,0,41,0,2.32054794520548
M,1,1,1,247500.0,Working,Higher education,Married,Municipal apartment,1,0,1,0,Sales staff,3.0,0,42,0,0.4383561643835616
F,1,1,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2.0,0,62,1,0.0
F,0,1,0,292500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2.0,0,57,1,0.0
F,0,1,0,270000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Unknown,1.0,0,63,1,0.0
M,1,1,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Laborers,4.0,0,29,0,6.934246575342466
F,1,1,3,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,High skill tech staff,5.0,0,31,0,1.9753424657534249
M,1,1,0,243000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,2.0,0,37,0,6.945205479452055
M,0,1,1,81000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,3.0,0,43,0,10.03835616438356
F,0,0,0,85500.0,Pensioner,Higher education,Single / not married,House / apartment,1,0,0,0,Unknown,1.0,0,56,1,0.0
M,0,0,0,184500.0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,1,0,0,0,Unknown,2.0,0,22,0,0.4684931506849315
F,1,1,1,63000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,1,0,Sales staff,3.0,0,37,0,3.4547945205479453
F,0,1,0,121500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2.0,0,64,1,0.0
F,0,1,0,315000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,Unknown,2.0,0,55,1,0.0
F,0,1,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Laborers,2.0,0,40,0,1.347945205479452
F,1,1,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2.0,0,30,0,5.216438356164384
M,0,0,3,126000.0,Working,Secondary / secondary special,Civil marriage,With parents,1,0,0,1,Unknown,5.0,0,33,0,3.895890410958904
M,1,1,0,360000.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,1,1,1,0,Managers,1.0,0,35,0,2.9342465753424656
F,0,1,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,0,53,0,7.884931506849315
M,1,1,0,135000.0,Working,Higher education,Married,House / apartment,1,1,1,0,Sales staff,2.0,0,24,0,1.6821917808219178
F,0,1,1,180000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Realty agents,3.0,0,32,0,8.128767123287671
M,0,0,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Drivers,1.0,0,41,0,3.6465753424657534
F,0,1,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Sales staff,1.0,0,52,0,5.635616438356164
M,0,1,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2.0,0,34,0,11.065753424657537
F,0,1,0,180000.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Sales staff,1.0,0,53,0,3.06027397260274
F,1,1,1,202500.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Accountants,3.0,0,42,0,4.545205479452055
M,0,0,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,4.0,0,37,0,1.178082191780822
M,1,0,0,337500.0,State servant,Higher education,Married,With parents,1,1,1,0,Managers,2.0,0,28,0,4.526027397260274
F,1,1,0,135000.0,Pensioner,Higher education,Separated,House / apartment,1,0,0,0,Unknown,1.0,0,59,1,0.0
M,1,1,3,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,1,Unknown,5.0,0,43,0,13.10958904109589
F,0,1,0,76500.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,1,1,1,0,Sales staff,1.0,0,55,0,32.62191780821918
F,1,1,1,225000.0,Working,Higher education,Separated,House / apartment,1,0,0,0,Core staff,2.0,0,40,0,4.580821917808219
F,0,1,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Unknown,1.0,0,61,1,0.0
F,0,1,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,Unknown,2.0,0,51,1,0.0
F,0,1,0,112500.0,Pensioner,Higher education,Married,House / apartment,1,0,0,0,Unknown,2.0,0,60,1,0.0
M,0,0,1,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,3.0,0,52,1,0.0
M,1,1,1,216000.0,Working,Secondary / secondary special,Married,Rented apartment,1,0,0,0,Laborers,3.0,0,46,0,3.991780821917808
F,0,0,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2.0,0,53,0,7.947945205479452
F,1,1,0,360000.0,State servant,Higher education,Separated,House / apartment,1,0,0,0,Core staff,1.0,0,52,0,5.219178082191781
F,1,1,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Sales staff,2.0,0,40,0,1.3013698630136987
M,1,0,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3.0,0,33,0,7.926027397260274
F,0,1,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2.0,0,42,0,3.797260273972603
F,0,0,0,171000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Unknown,1.0,0,48,0,12.189041095890412
M,0,0,0,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2.0,0,40,1,0.0
F,0,1,0,247500.0,Commercial associate,Higher education,Single / not married,House / apartment,1,1,1,0,Laborers,1.0,0,37,0,10.471232876712328
M,1,0,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,0,47,0,1.093150684931507
F,0,0,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2.0,0,56,1,0.0
F,0,0,1,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Cooking staff,3.0,0,33,0,7.526027397260274
F,0,0,0,180000.0,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,Sales staff,2.0,0,35,0,1.180821917808219
M,1,1,1,144000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3.0,0,37,0,2.8164383561643835
F,1,1,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,1,Core staff,2.0,0,42,0,15.068493150684931
M,1,1,2,315000.0,Working,Higher education,Married,House / apartment,1,1,1,0,Unknown,4.0,0,37,0,0.4383561643835616
F,0,1,0,202500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,1,0,Unknown,1.0,0,60,1,0.0
M,0,1,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Security staff,1.0,0,26,0,1.178082191780822
F,0,1,0,67500.0,Working,Secondary / secondary special,Widow,House / apartment,1,1,1,0,Unknown,1.0,0,56,0,13.780821917808218
M,0,0,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Laborers,1.0,0,49,0,3.1315068493150684
F,0,1,0,67500.0,Working,Higher education,Married,House / apartment,1,0,0,0,Sales staff,2.0,0,33,0,3.43013698630137
M,1,1,1,450000.0,Working,Higher education,Married,Office apartment,1,0,0,0,Managers,3.0,0,50,0,7.191780821917808
M,1,1,1,144000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Drivers,3.0,0,23,0,2.9315068493150687
M,1,1,0,225000.0,Working,Incomplete higher,Married,House / apartment,1,0,1,0,Drivers,2.0,0,45,0,1.9287671232876715
F,1,1,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,1,0,Unknown,1.0,0,61,1,0.0
F,1,0,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Sales staff,2.0,0,39,0,2.1205479452054794
M,1,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,2.0,0,39,0,11.92054794520548
M,0,0,1,166500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Core staff,3.0,0,31,0,2.8657534246575342
F,1,1,2,103500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Accountants,4.0,0,32,0,4.383561643835616
M,1,1,1,292500.0,Working,Higher education,Married,House / apartment,1,0,0,1,Security staff,3.0,0,40,0,12.778082191780822
F,0,1,0,247500.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Sales staff,2.0,0,32,0,8.164383561643836
M,0,1,0,225000.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,0,Drivers,2.0,0,23,0,4.364383561643836
F,0,1,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,Unknown,2.0,0,63,1,0.0
F,1,0,0,135000.0,Working,Incomplete higher,Civil marriage,House / apartment,1,1,0,0,Sales staff,2.0,1,27,0,0.6
M,0,1,1,112500.0,Working,Higher education,Married,House / apartment,1,1,1,0,Unknown,3.0,0,37,0,14.95890410958904
F,0,0,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Unknown,2.0,0,53,0,27.04109589041096
F,0,0,0,180000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,1,1,0,Unknown,2.0,0,56,0,5.635616438356164
M,0,1,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,Sales staff,1.0,0,27,0,6.583561643835616
M,1,1,0,315000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,2.0,0,42,0,9.142465753424656
F,0,1,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,Unknown,2.0,1,59,1,0.0
F,0,1,1,166500.0,Commercial associate,Higher education,Single / not married,House / apartment,1,1,1,0,Core staff,2.0,0,34,0,7.104109589041096
F,0,1,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,3.0,0,39,0,10.424657534246576
F,0,1,1,247500.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,1,Managers,3.0,0,39,0,3.6301369863013697
F,0,0,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,0,56,0,35.602739726027394
F,1,1,1,90000.0,Commercial associate,Secondary / secondary special,Married,With parents,1,0,0,0,Realty agents,3.0,0,32,0,0.9534246575342464
F,0,1,1,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Laborers,3.0,0,38,0,19.12876712328767
F,0,0,0,90000.0,Working,Higher education,Separated,House / apartment,1,0,0,0,Core staff,1.0,0,59,0,4.18082191780822
F,0,1,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Cleaning staff,4.0,0,30,0,0.7178082191780822
M,1,1,2,270000.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,0,Managers,4.0,0,47,0,1.547945205479452
F,1,1,1,112500.0,Commercial associate,Higher education,Civil marriage,House / apartment,1,0,0,1,Core staff,3.0,0,28,0,8.219178082191782
F,0,0,0,81000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,Private service staff,1.0,0,48,0,1.0328767123287672
F,0,1,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Unknown,1.0,0,66,1,0.0
M,1,1,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,Drivers,3.0,0,41,0,11.627397260273971
M,1,1,0,292500.0,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,2.0,0,28,0,6.112328767123287
M,0,1,0,135000.0,Working,Higher education,Married,With parents,1,1,1,0,Unknown,2.0,0,40,0,8.69041095890411
M,1,1,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Realty agents,2.0,0,60,0,4.126027397260274
M,1,1,2,202500.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Managers,4.0,0,50,0,5.8191780821917805
F,0,1,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,3.0,0,38,0,0.7150684931506849
F,1,1,0,675000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Unknown,2.0,0,51,0,2.5013698630136987
F,0,1,0,117000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Accountants,2.0,0,44,0,13.293150684931506
M,0,1,0,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,1,Unknown,2.0,0,57,1,0.0
F,1,1,0,315000.0,State servant,Higher education,Married,House / apartment,1,0,0,1,Drivers,2.0,0,53,0,2.9616438356164383
M,0,0,0,225000.0,Working,Higher education,Married,House / apartment,1,0,0,1,Sales staff,2.0,0,32,0,4.263013698630137
M,1,0,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Drivers,3.0,0,30,0,5.216438356164384
F,0,1,1,157500.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,3.0,0,45,0,7.786301369863014
F,0,1,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Cleaning staff,4.0,0,30,0,0.7178082191780822
F,0,1,0,90000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Sales staff,2.0,0,51,0,4.83013698630137
F,0,1,0,94500.0,Pensioner,Lower secondary,Married,House / apartment,1,0,0,0,Unknown,2.0,0,59,1,0.0
M,1,0,0,270000.0,Commercial associate,Higher education,Separated,House / apartment,1,0,1,0,Unknown,1.0,0,31,0,6.435616438356164
F,0,1,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Core staff,2.0,0,42,0,4.49041095890411
F,0,0,1,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,3.0,0,29,0,5.090410958904109
F,0,1,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2.0,0,37,0,9.512328767123288
F,0,1,0,157500.0,Working,Higher education,Married,House / apartment,1,0,1,0,Core staff,2.0,0,33,0,4.964383561643835
F,0,0,2,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,Sales staff,4.0,0,40,0,2.663013698630137
M,1,1,1,270000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,3.0,0,47,0,11.854794520547944
F,0,1,0,292500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2.0,0,57,1,0.0
F,1,1,1,135000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,1,0,1,0,Unknown,3.0,0,31,0,1.8794520547945208
F,1,1,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2.0,0,40,0,3.8904109589041096
M,0,0,0,270000.0,Working,Secondary / secondary special,Separated,With parents,1,1,0,1,Sales staff,1.0,0,36,0,3.1780821917808217
F,0,1,1,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Accountants,3.0,0,43,0,1.547945205479452
F,0,1,2,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,1,Sales staff,4.0,0,30,0,4.76986301369863
M,0,0,1,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,Laborers,2.0,0,46,0,18.035616438356165
M,1,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,0,29,0,1.4657534246575343
F,0,1,1,315000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Core staff,3.0,0,44,0,11.895890410958904
F,1,1,0,90000.0,State servant,Secondary / secondary special,Married,House / apartment,1,1,1,0,Core staff,2.0,0,52,0,7.134246575342465
F,0,0,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Sales staff,1.0,0,28,0,1.4657534246575343
F,0,0,0,270000.0,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,1,1,1,0,Sales staff,1.0,0,46,0,3.1232876712328768
M,1,1,0,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,1,Laborers,2.0,0,32,0,4.586301369863014
F,0,1,0,74700.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2.0,0,61,1,0.0
M,1,1,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Accountants,1.0,0,25,0,5.832876712328767
F,0,1,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2.0,0,63,1,0.0
F,0,0,0,180000.0,Working,Higher education,Separated,House / apartment,1,1,1,1,Accountants,1.0,0,38,0,5.638356164383562
F,0,1,2,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,1,High skill tech staff,4.0,0,28,0,1.3835616438356164
M,0,1,0,112500.0,Working,Higher education,Single / not married,House / apartment,1,1,1,0,Laborers,1.0,0,40,0,17.47945205479452
F,0,1,0,112500.0,State servant,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,Medicine staff,2.0,0,29,0,4.032876712328767
F,1,1,1,315000.0,Working,Incomplete higher,Single / not married,House / apartment,1,0,0,0,Core staff,2.0,0,32,0,5.6
F,0,1,2,157500.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,4.0,0,33,0,5.608219178082192
F,0,0,0,180000.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Cooking staff,1.0,0,37,0,7.353424657534247
F,0,0,0,180000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,1,1,0,Unknown,2.0,0,56,0,5.635616438356164
F,1,1,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,2.0,0,35,0,4.526027397260274
M,0,1,1,202500.0,Working,Higher education,Married,House / apartment,1,0,1,0,Managers,3.0,0,45,0,19.367123287671237
F,0,1,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,0,Medicine staff,2.0,0,62,0,7.619178082191781
F,1,1,0,225000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Unknown,2.0,0,28,0,2.682191780821918
M,0,1,0,42300.0,Pensioner,Lower secondary,Married,House / apartment,1,0,0,0,Unknown,2.0,0,61,1,0.0
F,0,1,2,81000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Unknown,4.0,0,45,0,26.698630136986303
F,1,1,0,270000.0,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,Accountants,2.0,0,48,0,1.6986301369863013
M,0,0,0,112500.0,Pensioner,Higher education,Married,House / apartment,1,0,1,0,Unknown,2.0,0,56,1,0.0
M,0,1,0,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,1,Laborers,2.0,0,25,0,3.0
F,0,1,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2.0,0,62,1,0.0
M,1,0,0,162000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,0,35,0,2.871232876712329
F,1,0,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,1,1,0,0,Laborers,1.0,0,34,0,1.6794520547945206
F,0,1,3,337500.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Core staff,5.0,0,30,0,0.547945205479452
M,1,1,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,Cooking staff,2.0,0,48,0,5.517808219178082
F,0,0,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2.0,0,58,1,0.0
M,1,1,2,180000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Laborers,4.0,0,53,0,3.3698630136986303
M,0,0,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,1,0,1,0,Laborers,1.0,0,43,0,0.8164383561643835
M,1,1,0,405000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2.0,0,49,0,1.8712328767123287
M,1,1,0,90000.0,Working,Secondary / secondary special,Married,With parents,1,1,0,0,Unknown,2.0,0,30,0,8.435616438356165
F,0,1,0,76500.0,Pensioner,Lower secondary,Separated,House / apartment,1,0,0,0,Unknown,1.0,1,58,1,0.0
F,0,1,0,76500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,0,44,0,5.972602739726027
F,0,1,0,225000.0,State servant,Higher education,Married,House / apartment,1,0,1,0,Unknown,2.0,0,52,0,6.671232876712328
M,1,1,0,315000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Managers,2.0,0,35,0,0.4493150684931506
F,1,1,2,306000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,4.0,0,35,0,4.260273972602739
F,0,1,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2.0,0,64,0,1.284931506849315
F,1,1,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,0,43,0,2.704109589041096
F,1,1,1,121500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Sales staff,3.0,0,43,0,8.956164383561644
M,1,0,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,1,1,0,0,Unknown,2.0,0,26,0,8.2
F,1,1,0,292500.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Sales staff,2.0,0,50,0,9.53972602739726
F,1,0,1,225000.0,Working,Secondary / secondary special,Separated,House / apartment,1,1,1,0,Managers,2.0,0,41,0,10.93972602739726
F,1,1,0,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,1,Laborers,2.0,0,42,0,8.767123287671232
M,1,0,1,405000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,3.0,0,38,0,6.586301369863014
F,1,1,0,292500.0,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,High skill tech staff,1.0,0,46,0,24.64383561643836
